氏族名,氏族英語名,標語,典型的な元人間像,氏族の詳細概要,内なる獣の衝動,氏族の呪い,狂乱の性質,取得可能な訓え一覧,訓え名,訓えの概要説明,ドット数,パワー名,系統・種別,発動タイプ,使用能力値,発動コスト,抵抗/難易度,射程/距離,持続時間,パワー概要,効果とルールの詳細 (日本語),成熟ルール (上位ドット時の強化),Rules_Description (英語原文),Maturing_Rules (英語原文)
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,1,情動の増幅 (Impassion),1-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),対象の特定の感情（怒り、愛欲、悲哀、狂喜等）を強烈に煽り立てる。,対象の特定の感情（激怒、情欲、悲嘆、歓喜など）を増幅・刺激し、理性を失わせて衝動的な行動へと駆り立てる。,"•••: 単一の対象だけでなく、群衆全体に感情を波及させる。
•••••: 対象を狂信的な行動へと駆り立てる。","Amplify a specific emotion (rage, lust, grief, joy) in a target, driving them to erratic behavior.","•••: Affects crowds.
•••••: Drives target to fanatical action."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,魅惑の視線 (Captivating Gaze),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),対象の決意 (Target's Resolve),アイコンタクト/目を合わせた状態 (Eye contact),集中維持中 (Sustained),強烈な見つめ合いで対象をその場に硬直させ、発言や行動を封じる。,対象と視線を交差させ、その場に釘付けにする。術者が視線を維持している限り、対象は一歩も動けず、声を発することもできない。,"•••: 簡単な手招きや身振りによって対象を誘導できる。
•••••: 対象を深い催眠トランス状態に沈め込む。","Lock eyes with a victim, freezing them in place. They cannot move or speak as long as you maintain eye contact.","•••: Target obeys simple hand gestures.
•••••: Target falls into deep trance."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,平穏の回復 (Compose Yourself),2-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),意志力1点 (1 Willpower),なし (None),接触 (Touch),1シーン (One scene),触れた味方の恐怖や狂乱を瞬時に鎮め、冷静さを取り戻させる。,味方に手を触れることで、恐怖狂乱や激怒狂乱に陥っている対象を即座に正気に引き戻し、平穏と自制心を回復させる。,"•••: 人間に超自然的な勇気と平穏を植え付ける。
•••••: 失われた意志力（Willpower）を回復させる。","Touch an ally to immediately snap them out of terror or frenzy, restoring their calm and composure.","•••: Instills unnatural bravery in mortals.
•••••: Restores lost Willpower."
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,2,残留する存在感 (Lingering Presence),2-dot Social Presence,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),接触 (Touch),1夜 (One night),部屋や場所に畏怖や魅了のオーラを刻印し、退室後も影響を与える。,退室後も長時間にわたり、自らのカリスマや恐怖の残留オーラをその場所に残し、足を踏み入れた者に影響を与える。,なし,Leave an aura of awe or fear in a room that affects anyone who enters hours after you leave.,None
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,3,心酔 (Entrancement),3-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),視線が通る距離 (Line of sight),1夜 (One night),対象を熱狂的な崇拝者に仕立て上げ、喜んで命令を聞き入れさせる。,対象の心を深く魅了し、術者を最も敬愛する存在として信奉させる。対象は術者からのあらゆる願いや要求を喜んで実行する。,•••••: 効果が数週間から数ヶ月間にわたって持続する。,"Enthrall a subject so deeply that they regard you as their most beloved idol, obeying requests gladly.",•••••: Lasts for weeks or months.
ミニストリー,The Ministry,真に自由になるためには、己自身に屈服せよ。,カルト指導者、快楽主義のアーティスト、違法薬物の元締め、過激派セラピスト、裏社会の銀行家,かつて「セトの信徒」として恐れられたミニストリーは、道徳律や法、宗教的戒律はすべて魂を束縛する鎖にすぎないと説きます。真の精神的解放を得るには、あらゆる禁忌を犯し、欲望の限界を試し、己を縛るすべての偽善を粉砕しなければならないと考えます。彼らは誘惑者であり霊的導き手として、人々が最も渇望するものを提供し、快楽と負債の網へと絡め取っていきます。,誘惑者 (Tempting Beast): 他者を堕落させ、禁忌を打ち破ることを切望します。他人に悪徳を犯させ、誓いを破らせ、偽善を暴き立てることで獣を満たします。,陽光の禍 (Sunlight Bane): 日光に対する脆弱性が他氏族より遥かに深刻です。日光に晒された際に［世代修正値］分の追加ダメージを受け、火や日光による恐怖狂乱の難易度も［世代修正値］分上昇します。,背徳 (Transgression): 衝撃的な道徳的・社会的禁忌を犯そうと暴走します。神聖な象徴を破壊し、周囲の人間に信念を破らせ、自らの最も暗い悪徳を衆人環視の中で満たそうとします。,堕落（Corruption）、隠匿（Obfuscate）、威厳（Presence）の3つの訓えを標準で習得可能です。,プレゼンス (威厳・魅了),自らのカリスマとオーラを増幅させ、周囲の者を畏怖させ、魅了し、心酔させて狂乱をも鎮める社交と感情操作の訓え。,3,威風堂々 (Majesty),3-dot Social Presence,アクション (Action),社会: カリスマ (Charisma),2ヴィータイ (2 Vitae),対象の決意 (Target's Resolve),近距離 (Near),1シーン (One scene),神のごとき威厳を放ち、何者も攻撃や侮辱を行えないように屈服させる。,超越的かつ恐るべき神性のオーラを身に纏う。圧倒的な畏怖を克服するテストに成功しない限り、何者も術者を攻撃したり侮辱したりすることができない。,•••••: 人間がその場にひれ伏して平伏する。,"Assume an aura of transcendent, terrible divinity. No one can attack or insult you without overcoming crushing awe.",•••••: Mortals fall prostrate on the ground.
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,1,獣相の獲得 (Aspect of the Beast),1-dot Physical Animalism,アクション (Action),精神: 機知 (Wits),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1シーン (One scene),獣の特徴（鼻、目、耳、脚、尾など）を獲得し、非戦闘テストに訓えドット数分のボーナスを得る。,狼の鼻、梟の目、蝙蝠の耳、蛙の脚、猫の尾などの獣の特徴を肉体に宿し、関連する非戦闘テストにおいて［アニマリズムのドット数］に等しいダイスボーナスを得る。,"•••: 同時に2つの獣の特徴を宿すことができる。
•••••: 同時に3つの獣の特徴を宿すことができる。","Assume an animal aspect (wolf's snout, owl's eyes, bat's ears, frog's legs, cat's tail) gaining bonus equal to dots in Animalism to relevant non-conflict tests.","•••: Assume 2 animal aspects at once.
•••••: Assume 3 animal aspects at once."
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,1,野性の直感 (Bestial Instinct),1-dot Mental Animalism,アクション (Action),精神: 機知 (Wits),意志力1点 (1 Willpower),なし (None),術者自身 (Self),1シーン (One scene),短距離内にある吸血鬼や超自然の気配を直感的に感知する。,野性の感覚を研ぎ澄まし、短距離内にある他の吸血鬼や超自然的存在の気配を本能的に探知する。超自然を感知するための〈覚知〉および〈調査〉テストに［アニマリズムのドット数］を加える。,なし,Hone senses to instinctively detect other vampires and supernatural beings within Short distance. Add dots in Animalism to Awareness and Investigation tests to detect the supernatural.,None
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,1,甘き囁き (Sweet Whispers),1-dot Social Animalism,アクション (Action),社会: カリスマ (Charisma),なし (None),対象の平静 (Target's Composure),近距離 (Near),1シーン (One scene),動物と心を通わせ、簡単な命令や任務を実行させる。,動物と意思疎通を行い、簡単な命令を下して従わせる。対象の動物は術者を同盟者または群れのリーダー（アルファ）として認識する。,"•••: 同時に最大3匹の動物に命令を下すことができる。
•••••: 動物の群れやスウォーム全体に命令を下すことができる。",Communicate with and command an animal to perform a simple task. The animal views you as an ally or alpha.,"•••: Compel up to 3 animals at once.
•••••: Compel a pack or swarm."
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,動物の伝令 (Animal Messenger),2-dot Social Animalism,アクション (Action),社会: 操作力 (Manipulation),1ヴィータイ (1 Vitae),なし (None),近距離 (Near),伝令完了まで (Until delivered),動物にメッセージを託し、指定した相手へ届けさせる。,動物に口頭のメッセージまたは精神的イメージを吹き込み、都市内の指定された受取人のもとへと届けるよう送り出す。,"•••: 都市間や広大な荒野を越えてメッセージを届けることができる。
•••••: メッセージ到達時に動物の視覚を通じて周囲の状況を確認できる。",Imbue an animal with a spoken message or mental image and send it to a designated recipient within the city.,"•••: The animal can travel across cities or wilderness.
•••••: You can view through the animal's eyes upon delivery."
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,野性の呼び声 (Call of the Wild),2-dot Social Animalism,アクション (Action),社会: カリスマ (Charisma),1ヴィータイ (1 Vitae),なし (None),中距離 (Medium),1シーン (One scene),特定の種類の動物を咆哮で呼び集める。,超自然的な遠吠えや呼び声を放ち、付近にいる特定の種族の動物（犬、ネズミ、鳥など）を術者の居場所へと一斉に集結させる。,"•••: 通常の半分の時間で動物たちが集結する。
•••••: 都市の1つの区画（ディストリクト）全体の動物を呼び集める。","Let out a supernatural howl or call that summons all nearby animals of a specific species (dogs, rats, birds) to your location.","•••: Animals arrive in half the time.
•••••: Summons all animals within an entire city district."
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,2,野性の爪 (Feral Claws),2-dot Physical Animalism,アクション (Action),肉体: 筋力 (Strength),1ヴィータイ (1 Vitae),なし (None),術者自身 (Self),1シーン (One scene),爪や牙を鋭利に伸ばし、素手攻撃で破滅的ダメージを与える。,手足の爪や牙が鋭利かつ凶悪な獣の鉤爪へと伸長する。素手による〈格闘〉攻撃が、人間および吸血鬼に対して破滅的（Aggravated）ダメージを与えるようになる。,"•••: 爪攻撃に装甲貫通（アーマーピアッシング）特性が付与される。
•••••: 爪攻撃を受けた傷口に出血が継続する追加効果が付与される。","Your nails or fangs lengthen into vicious, razor-sharp claws. Your unarmed brawl attacks deal Aggravated damage to mortals and Kindred.","•••: Claws gain armor-piercing quality.
•••••: Claws cause lingering bleed damage."
ノスフェラトゥ,Nosferatu,真実は、己を隠せぬ者を通してのみもたらされる。,天才ハッカー、路地裏の情報屋、調査報道記者、下水道技術者、執拗なデータ収集者,抱擁によって肉体を恐ろしい異形の怪物へと変貌させられたノスフェラトゥは、あらゆる虚飾を剥ぎ取られた宿命を背負っています。美しさと公の表舞台を奪われた彼らは、地下水道や暗闇、そして情報の流れへと目を向けました。美貌は衰えても情報は不滅の力です。彼らは都市の隅々に張り巡らせた情報ネットワークと驚異的な隠密能力で、長老たちですら無視できない権力を握っています。,秘密主義 / 情報への飢え (Information Hunger): 他者の秘密、弱み、隠された真実を暴き蓄積することを渇望します。未知の通路を探索し、機密を暴き、他者の弱みを握ることで獣を満たします。,外面化する獣 / 恐るべき容貌 (Hideous Visage): 肉体が怪物のように歪み、超自然的な隠蔽なしでは人間に偽装することが不可能です。素顔を見られた状態での人間との社会的テストの難易度が［世代修正値×2］上昇します。,隠秘愛好 / 逃走 (Cryptophilia): 隠れて溜め込もうとする強迫観念が理性を上回ります。最寄りの暗闇や地下道、閉鎖空間へと逃げ込み、後を追う者を攻撃し、自らの存在を徹底的に覆い隠そうとします。,動物使役（Animalism）、隠匿（Obfuscate）、怪力（Potence）の3つの訓えを標準で習得可能です。,アニマリズム (動物使役),獣との交信、統制、召喚、および肉体に獣の力を宿す野性の訓え。動物を意のままに操り、獣の鋭利な爪牙を肉体に具現化させる。,3,獣化 (Beast Shape),3-dot Physical Animalism,アクション (Action),肉体: 持久力 (Stamina),2ヴィータイ (2 Vitae),なし (None),術者自身 (Self),1シーン (One scene),肉体を自身と同等質量の動物へと完全に変身させる。,自身の肉体を、質量が同等程度の動物（狼、大型犬、ピューマ、大フクロウなど）へと完全に変化させる。その動物の身体的特徴や感覚を獲得する。,•••••: 小型動物（コウモリ、ネズミ）や大型の猛獣（熊など）にも変身可能となる。,"Transform your body completely into an animal roughly equivalent in mass (wolf, large dog, panther, great owl). Gain animal's physical traits.","•••••: Can transform into small animals (bat, rat) or huge beasts (bear)."
